"Story","Title","Result","Date","Stability","Duration (s)"
"Validar todo el home con textos y productos completos.","Se debe validar el home completo incluyendo textos de cada producto","ERROR","2023-04-18T10:00:22.924-05:00[America/Bogota]","0.0","2.94"
